date,avg_price,CPI,consumer_price_growth_rate,food_non_alcoholic_beverages,liquor_tobacco,clothes_shoes,housing_water_electricity_fuel,household_goods_housekeeping_services,sanitation,traffic,communication,entertainment_culture,education,food_accommodation,other_goods_services,033_Production_per_cultivation_area,031_Production_per_cultivation_area,055_Production_per_cultivation_area,054_Production_per_cultivation_area,02_Production_per_cultivation_area,061_Production_per_cultivation_area,063_Production_per_cultivation_area,041_Production_per_cultivation_area,043_Production_per_cultivation_area,domestic_oil,international_oil
2007-07-03,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-04,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-05,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-06,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-09,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-10,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-11,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-12,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-13,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-16,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-18,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-19,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-20,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-23,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-24,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-25,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-26,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-27,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-30,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-07-31,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39264,
2007-08-01,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-02,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-03,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-06,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-07,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-08,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-09,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-10,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-13,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-14,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-16,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-17,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-20,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-21,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-22,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-23,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-24,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-27,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-28,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-29,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-30,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-08-31,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39295,
2007-09-03,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-04,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-05,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-06,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-07,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-10,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-11,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-12,39600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-13,39400,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-14,39400,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-17,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-18,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-19,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-20,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-21,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-27,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-09-28,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39326,
2007-10-01,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-02,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-04,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-05,38500,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-08,38500,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-09,38500,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-10,38500,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-11,38500,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-12,38500,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-15,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-16,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-17,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-18,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-19,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-22,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-23,38000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-24,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-25,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-26,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-29,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-30,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-10-31,37900,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39083,
2007-11-01,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-02,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-05,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-06,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-07,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-08,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-09,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-12,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-13,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-14,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-15,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-16,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-19,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-20,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-21,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-22,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-23,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-26,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-27,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-28,37800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-29,38000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-11-30,38200,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39387,
2007-12-03,38400,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-04,38400,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-05,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-06,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-07,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-10,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-11,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-12,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-13,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-14,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-17,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-18,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-20,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-21,38600,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-24,38800,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-26,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-27,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-28,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2007-12-31,39000,82.2,2.5,2.5,0.4,2.7,2.2,2.6,1.7,3.6,-2,-1.7,6,1.9,4.9,6.56,5.11,5.25,5.22,4.92,4.55,2.02,5.99,15.09,39417,
2008-01-02,39000,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-03,39000,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-04,39000,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-07,39000,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-08,39000,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-09,39000,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-10,39200,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-11,39400,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-14,39400,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
2008-01-15,39400,86.1,4.7,4.9,0.5,2.6,4.3,4.4,1.9,8.8,-1.4,1.5,5.5,4.8,9,7.09,5.57,5.9,5.82,5.7,5.1,2.24,6.47,17.37,39448,
